,content,score,at
178,Aplikasi ini membantu banget :) Dan kita gak susah payah mencari jawaban di apk mana pun cukup di geogle gemini aja. Makasih gogle gemini sudah membantu,5,2024-08-29 08:10:28
6619,bagus,5,2024-08-29 08:41:07
1696,ok punya dan sangat membantu,5,2024-08-29 08:43:23
271,"Bagus banget, proses responnya cepat bila ditanya tentang sesuatu yang kita ingin tahu.",5,2024-08-29 09:02:31
2572,Sangat membantu,5,2024-08-29 09:19:54
6717,ok,5,2024-08-29 09:25:47
3685,ya awal yg baik,4,2024-08-29 09:30:22
6929,Very good,5,2024-08-29 10:01:43
6550,jelek,1,2024-08-29 10:20:43
2040,ini sih lebih matap,5,2024-08-29 10:20:58
6956,good apps,5,2024-08-29 10:34:01
6750,Good,5,2024-08-29 10:38:15
6911,bgus bgt,5,2024-08-29 10:54:18
7000,👍/10,5,2024-08-29 10:55:54
384,kalau bisa ganti nada suaranya jangan itu suara yang ini saja,5,2024-08-29 11:06:49
6949,bagus bgt,5,2024-08-29 11:28:19
6461,lumayan,4,2024-08-29 11:29:23
6947,bagus banget,5,2024-08-29 11:29:33
6724,Mantap,5,2024-08-29 12:11:49
1811,suka tidak sesuai dengan yg aku cari,3,2024-08-29 12:12:48
6731,oke,5,2024-08-29 12:16:57
329,aplikasi yang enak dipake + lebih mendalam penelusuran sumbernya,5,2024-08-29 12:20:14
696,sangat menyenangkan gess kalian harus download sih,5,2024-08-29 12:33:51
1961,mantap banget ini aplikasi,5,2024-08-29 12:43:40
766,"Tidak ada pengalaman yang mencolok, karena masih ingin belajar secara terus menerus karena belum bisa seperti sahabat sahabat yang telah sukses lainnya.",5,2024-08-29 12:43:51
2375,sangat membantu,4,2024-08-29 12:48:20
713,Mantap aplikasinya bantu banget buat belajar hal baru,5,2024-08-29 12:48:48
894,"Padahal saya menggunakan bahasa Indonesia tetapi ai nya bilang ""maaf, saya masih belum bisa berbicara dalam bahasa ini karena masih mempelajarinya. Anda dapat menanyakannya lagi dalam bahasa lain yang Anda ketahui."" Padahal kemarin kemarin tidak begini, apakah bug?",1,2024-08-29 12:49:56
818,sangat membantu saya dalam mengerjakan segala hal tentang pekerjaan,5,2024-08-29 12:50:37
6642,Ok,5,2024-08-29 12:57:16
757,akses cepat untuk setiap pertanyaan,5,2024-08-29 12:58:00
1177,seruu bgs rasa ada temen yg bisa jawab semua pertanyaan,5,2024-08-29 13:08:42
1837,mantap la aplikasi ini,5,2024-08-29 13:10:41
1911,terima kasih sudah sangat membantu,5,2024-08-29 13:18:30
1923,sangat membantu sekali,5,2024-08-29 13:56:32
1797,mudah dipahami baik,5,2024-08-29 14:06:55
1768,bagus dan menarik,4,2024-08-29 14:08:31
8220,$15lim,5,2024-08-29 14:10:02
6551,preetttt,1,2024-08-29 14:15:08
8518,gaguna ajg,1,2024-08-29 14:16:53
6443,terimakasih Gemini ♥️🙏🏻,5,2024-08-29 14:20:47
6897,bagus polllllll,5,2024-08-29 14:22:45
6467,mantap,4,2024-08-29 14:27:38
6697,makasih,5,2024-08-29 14:30:07
6861,Bagus,5,2024-08-29 14:40:54
619,enak karena buat bisa ada pelajaran lngsng bisa belajar dengan AI,5,2024-08-29 14:41:31
6854,nice,5,2024-08-29 15:01:12
6843,oke,5,2024-08-29 15:01:39
6457,Good! nice,5,2024-08-29 15:13:34
6937,vidio video,5,2024-08-29 15:16:15
3547,bantuan versi developer atay beta di butuhkan,5,2024-08-29 15:31:30
6740,gas,5,2024-08-29 15:34:56
869,kemajuan teknologi yang sangat baik,5,2024-08-29 15:48:08
6508,👍 good job,5,2024-08-29 15:50:55
6723,membantu,5,2024-08-29 16:14:10
6541,Yesss goggle Gemini,5,2024-08-29 16:55:31
1831,kerennnnn. semua pertanyaan dapat dijawab Gemini🤩,5,2024-08-29 17:57:42
918,membantu dalam persoalan yang belum ketemu jawabannya,5,2024-08-29 20:49:22
8721,Saya suka,5,2024-08-29 21:48:50
2859,Sangat membantu,5,2024-08-29 22:04:27
6966,cukup 0k,5,2024-08-29 22:06:38
2681,Sangat membantu,3,2024-08-29 22:07:57
6874,wow Wow keren,5,2024-08-29 22:34:29
1964,wah cerdas sekali,5,2024-08-29 22:57:40
6688,ok,5,2024-08-29 22:58:13
8710,mantaaap...,5,2024-08-29 23:46:11
6481,Love me like us,5,2024-08-29 23:55:47
8757,Semoga bwrmanfaat,5,2024-08-30 00:13:43
1734,tulisan tidak sesuai dengan omongan saya 😔😁😹,4,2024-08-30 00:18:40
6795,bagus,5,2024-08-30 00:35:03
6706,good,5,2024-08-30 00:43:38
8677,baik,5,2024-08-30 00:52:11
1680,kami harap semoga Gemini bisa melengkapi seperti AI,5,2024-08-30 00:52:44
3115,keren aku sukaaa,5,2024-08-30 01:22:44
6741,mantul,5,2024-08-30 01:25:00
2673,sanggat membantu,2,2024-08-30 01:26:53
1132,ai nya gratis dan hampir sama dengan chatgpt,5,2024-08-30 01:36:18
6654,selebwe,5,2024-08-30 01:36:42
3635,menakjubkan,5,2024-08-30 01:37:27
2333,sangat membantu,5,2024-08-30 01:43:02
6885,mantap👍,5,2024-08-30 01:55:36
6972,sangat baguss,5,2024-08-30 01:59:57
2737,sangat membantu,5,2024-08-30 02:11:19
2736,sangat membantu,5,2024-08-30 02:21:04
3745,kalo gabisa dipake apa solusi nya min?,2,2024-08-30 02:47:09
6646,good,5,2024-08-30 03:06:23
5900,baguss,5,2024-08-30 03:11:36
7006,🤚,5,2024-08-30 03:35:55
937,bagus banget cepet jawab nya sangat membantu,5,2024-08-30 03:47:02
3472,lebih di pahami,5,2024-08-30 03:47:50
6870,efisiensi 👍,5,2024-08-30 03:53:45
6627,bagus,5,2024-08-30 03:54:06
6856,mantab,5,2024-08-30 04:02:02
6798,mantap,5,2024-08-30 04:02:04
6662,kren,5,2024-08-30 04:15:31
6920,sangat bagus,5,2024-08-30 04:48:15
2680,Sangat membantu,5,2024-08-30 04:53:40
671,sangat membantu dan tentunya praktis,5,2024-08-30 05:05:56
6608,gercep,5,2024-08-30 05:31:54
2492,sangat baguss saya suka,5,2024-08-30 05:37:26
261,aplikasinya sudah bagus kalau bisa tambahkan fitur membuat gambar,5,2024-08-30 05:39:05
6500,good... freee... wow..,5,2024-08-30 05:41:39
112,"sangat bagus untuk menambah pengetahuan secara cepat, seperti oengetahuan umum dan sejarah. layak dipertimbangkan untuk pemakai guru dan pelajar",5,2024-08-30 05:49:46
195,"menurut saya bagus dapat membantu pekerjaan dalam mencari arti kata, namun masih perlu pengembangan lagi karena saya meras masih belum dalam dan detail penjelasannya",4,2024-08-30 06:01:09
1748,kasih 4 dl nanti KL bagus tambah lg,4,2024-08-30 06:14:52
363,"sangat baik, membantu saya dalam pencarian informasi. terimakasih gemini",5,2024-08-30 06:38:53
3697,kamu sangat jenius,5,2024-08-30 07:05:56
2032,Mudah² bsa membantu,4,2024-08-30 07:23:18
6504,membantu,3,2024-08-30 07:43:02
2252,Sangat membantu saya,5,2024-08-30 08:07:25
641,Sangat membantu dan responsif tercakup semuanya meliputi isi dunia 🌐 modern.,5,2024-08-30 08:12:31
6712,mantapp,5,2024-08-30 08:19:52
8495,Ok,4,2024-08-30 08:33:57
2036,"sangat membatu sy , Trimakasih Gemini",5,2024-08-30 08:58:10
1054,Sangat membantu sy dalam menyelesaikan tugas atau hal baru yg belum sy ketahui,5,2024-08-30 08:58:40
2735,sangat membantu,5,2024-08-30 09:04:39
355,sejauh ini sangat membantu utk memecahkan solusi dlm menjawab pertanyaan yg blm saya ketahui..,5,2024-08-30 09:07:08
814,membantu pekerjaan rumah lebih cepat dan dapat di pahami,5,2024-08-30 09:48:17
1895,hapus gemini ini karna buat hp saya macet dan lambat,1,2024-08-30 10:19:08
6676,bagus,5,2024-08-30 10:43:04
1657,keren keren ggwp kerja bagus sigma mewing alpha gyatt,5,2024-08-30 11:40:35
6492,Sangat bagus,4,2024-08-30 12:09:38
354,Sangat berfungsi Dan bagus sekali senang banget pakai aplikasi ini,5,2024-08-30 12:21:27
1951,mengapa Gemini saya berbahasa jepang atau Korea,1,2024-08-30 12:22:52
3024,bagus perlu lebih di kembangkan,5,2024-08-30 12:23:15
6464,good,4,2024-08-30 12:42:17
8730,Luar biasa,5,2024-08-30 12:51:41
1171,semoga fitur semakin berkembang,3,2024-08-30 12:53:04
6742,mantab,5,2024-08-30 12:54:59
2570,nutupi layar jelek,1,2024-08-30 12:59:03
2017,bagus dan keren,5,2024-08-30 14:10:30
8575,Ok,5,2024-08-30 14:47:17
6799,bagus,5,2024-08-30 14:48:13
1941,sangat membantu sekali,5,2024-08-30 14:50:37
6468,mantap,4,2024-08-30 16:01:23
62,"aplikasinya membantu saya saat pusing ketika mengerjakan tugas sekolah/PR, dan membantu saya mencari informasi yang saya cari, saya kasih bintang 5 karena saya sangat terbantu oleh aplikasi ini, semoga saja tahun kedepannya aplikasi ini sangat lebih bagus lagi.👍🏻",5,2024-08-30 16:13:44
2647,sangat berterimakasih,1,2024-08-30 16:14:06
6670,mantap,5,2024-08-30 16:53:57
1620,mantap sangat membantu,5,2024-08-30 17:07:04
7014,ok..,5,2024-08-30 17:12:21
6515,Keren 👍,4,2024-08-30 18:21:02
8712,👍,4,2024-08-30 18:37:10
6942,bagus bngttt,5,2024-08-30 20:11:39
6900,very Usefull,5,2024-08-30 23:11:56
6772,okmabtap,5,2024-08-30 23:30:19
6979,bagussss bangeeet,5,2024-08-30 23:35:35
6650,nice,5,2024-08-31 00:23:14
6491,keren banget,4,2024-08-31 00:24:54
6668,bagus,5,2024-08-31 00:38:18
755,"keren Banget, sangat membantu memberikan komentar😊😊😊",5,2024-08-31 00:46:43
6933,sangat baik,5,2024-08-31 01:46:02
2738,sangat membantu,5,2024-08-31 01:50:43
99,Sangat membantu terkhusus pendidik tuk mendapatkan informasi yang dibutuhkan secara cepat dan mudah kita pahami.,5,2024-08-31 02:00:25
6518,sangat baik 👌,5,2024-08-31 02:29:24
358,aplikasinya sangat membantu dan mempermudah pencarian informasi apapun...👍,5,2024-08-31 02:31:27
250,Teknologi Ai seperti model bahasa Ai adalah terbaik dan sangat rekomendasi untuk berinteraksi dan bertanya,5,2024-08-31 03:01:31
6880,Kereeeennnnn.,5,2024-08-31 03:11:16
6653,wel,5,2024-08-31 03:26:40
1632,ai ini adalah penemuan yang luar biasa,5,2024-08-31 04:03:06
2988,sangat membantu,5,2024-08-31 04:47:12
6905,Very Helpful,5,2024-08-31 04:52:28
6760,bagus,5,2024-08-31 05:17:44
1605,sangat membantu hanya saja beberapa keliru dan terdengar meyakinkan padahal tidak begitu. Mungkin karena perintah yang kuberikan kurang spesifik,5,2024-08-31 05:19:06
6089,keren,5,2024-08-31 05:25:30
6788,baik,5,2024-08-31 06:48:45
6737,kerennn,5,2024-08-31 06:50:10
1754,"bagus bngttt, pengen nangis 😭😭😭😭😭😭",5,2024-08-31 07:42:38
320,Kelebihan : Bermanfaat Kekurangan : tidak bisa membuat gambar,4,2024-08-31 08:10:20
2469,"Bisa tidak klw apknya tdak dibuka kgak usah tuh mncul dilayar kek iklan pop up, gangu bangat,",1,2024-08-31 08:27:31
2206,semoga akan membantu saya dalam setiap tugas saya,5,2024-08-31 08:30:41
3146,aplikasi ini menemaniku ketika aku lagi butuh teman yang mau mendengarkan,5,2024-08-31 08:32:15
6596,josss,5,2024-08-31 08:53:59
1087,good job bagus sekali aplikasi ini,5,2024-08-31 08:55:31
2065,Aplikasi ini bagus banget juga bisa jadi kayak temen AI gitu good ini bagus banget ✨,5,2024-08-31 09:01:32
2316,sangat bermanfaat,5,2024-08-31 09:16:12
3376,nomor togel Singapura hari ini bos,5,2024-08-31 09:19:03
6682,keren,5,2024-08-31 09:25:26
6568,mantap,5,2024-08-31 09:30:12
6025,cool,5,2024-08-31 09:44:12
6808,mantap,5,2024-08-31 09:48:44
6850,cool,5,2024-08-31 10:09:17
6782,Good,5,2024-08-31 11:15:04
8610,siap,5,2024-08-31 11:25:12
5571,good,4,2024-08-31 11:49:07
6564,matap👍👍,5,2024-08-31 11:49:10
1153,sangat membantu saya dalam menyelesaikan tugas dan pekerjaan,5,2024-08-31 11:50:04
2563,beberapa hidup atau kayu yang telah menjadi satu semua orang bisa claim to be a😐,5,2024-08-31 11:56:21
5813,is the best,5,2024-08-31 11:57:05
6784,coba,5,2024-08-31 12:01:47
2956,membantu sekali,5,2024-08-31 12:09:40
6863,Keren,5,2024-08-31 12:14:49
6689,membantu,5,2024-08-31 12:18:01
1740,"GOOD BNGETTT, TAPI TOLONG TAMBAHIN FITUR NGINGAT TERUS, SAMA KAYAK CHAT GPTT PRO PLSS",5,2024-08-31 12:35:17
6957,puji Tuhan,5,2024-08-31 12:41:17
730,Sangat membantu untuk mencari informasi kesehatan,5,2024-08-31 12:45:25
6507,terimakasih.,3,2024-08-31 13:08:47
5917,Nice,5,2024-08-31 13:13:08
6594,mantap,5,2024-08-31 13:13:21
947,ya keren sekali cuman nanya doang langsung muncul,5,2024-08-31 13:22:12
6835,Keren,5,2024-08-31 13:22:52
732,sangat bagus 7ntuk mencari informasi . bintang 5,5,2024-08-31 13:54:07
1123,bagus tapi ribet aktifasinya,5,2024-08-31 13:59:21
6938,sngat baik,5,2024-08-31 14:03:31
3137,bagus sekali,5,2024-08-31 14:18:28
1070,Respon yang cepat dan lengkap.,5,2024-08-31 14:43:46
229,"Masih kurang dalam pencarian informasi, sering tidak akurat pemberian informasi, dan sering tidak sesuai dengan informasi yang di perintahkan,",2,2024-08-31 15:35:54
6877,👎🏻,1,2024-08-31 15:52:18
1747,aplikasi nya luar biasa saya suka,5,2024-08-31 16:23:13
901,"aku coba aplikasi gemini, setelah di coba kurang suka, saya un instal, tapi malah google asistance saya error di hp saya, coba instal lagi gemini tetap eror. jadi google asistan di hp saya sudah tidak berfungsi",1,2024-08-31 16:47:36
923,Keren ternyata .. thanks untuk usaha hebat ini ....,5,2024-08-31 16:51:40
4079,"SAMPAH, GAK PRAKTIS KEK GOOGLE LENS TOLOL MAU TRANSLATE SUSAH BGT",1,2024-08-31 16:52:19
6829,good,5,2024-08-31 20:07:53
2165,sangat membantu,5,2024-08-31 20:58:58
964,Sangat membantu menemukan ide baru.,5,2024-08-31 21:06:35
3111,baru belajar gemini,5,2024-08-31 21:12:57
295,"saya memberikan bintang 5, krnaa sy merasa aplikasiinya yg sangt bagus untuk diterapkan dalam keseharian 😻",5,2024-08-31 22:03:30
746,Aplikasi ini sangat bagus dan membantu dan saya jadi tau beberapa hal dari aplikasi ini,5,2024-08-31 22:44:20
2419,sangat membantu,5,2024-08-31 22:56:39
4126,Sangat membantu,5,2024-08-31 23:24:15
6573,mayanlah,5,2024-08-31 23:47:50
3079,bagus sekali,5,2024-09-01 00:21:37
1856,App gemini sangat membantu bagi kami orang tua sekaligus buat profesi guru seperti saya,4,2024-09-01 00:35:17
5908,bagus,5,2024-09-01 03:16:33
51,"Makasih, aplikasinya sangat membantu kalian bisa bertanya apapun sama Google Gemini, jawabannya selalu bagus namun terkadang kalau saya nanya yang udah oot dari point apk ini gabakal kedetect, ya semoga saja aplikasi ini bisa mendetect semua bahasa,",5,2024-09-01 03:30:33
6616,mantap,5,2024-09-01 03:40:44
6606,keren,5,2024-09-01 03:53:32
2001,banyak kekurangan,2,2024-09-01 04:02:18
725,Sangat membantu dalam mengerjakan tugas,5,2024-09-01 04:21:33
4393,apalah wak buriq banget,1,2024-09-01 04:51:26
6451,I like that AI helps in everyday life and is easy to use,5,2024-09-01 05:02:53
3772,Gemini sangat membantu aktivitas saya hebat 🔥🔥🔥,5,2024-09-01 05:15:38
8708,Bagus👍,5,2024-09-01 05:55:43
6722,bagus,5,2024-09-01 06:40:52
2379,informasi yang lengkap,5,2024-09-01 07:01:56
6543,useless 😞,1,2024-09-01 07:51:04
6879,👍,4,2024-09-01 07:52:27
6549,jelek,1,2024-09-01 07:59:44
698,belum bisa pakai bahasa indonesia,2,2024-09-01 08:32:01
2386,sangat membantu,5,2024-09-01 08:35:31
2832,Ayo google jangan mau kalah dibidang A.I,5,2024-09-01 09:34:53
3795,mantap bisa buat nyontek,5,2024-09-01 09:45:35
6488,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻❤️❤️❤️💚💚💚,5,2024-09-01 09:48:47
7009,❤❤❤❤❤,5,2024-09-01 10:01:16
1985,enk bet dah apa lagi buat pelajar,5,2024-09-01 10:12:55
5,"Gimana klo Gemini menyediakan fitur ""menemukan teks"" atau bisa juga seperti ""penanda pesan"" seperti halnya bookmark untuk mempermudah pengguna menemukan pesan yang terlewat. Soalnya saya seringkali kesulitan mencari-cari artikel yang sudah berlalu dan ter-scroll ke atas. Dan saya juga ingin memberi masukan untuk menambah fitur ""tulisan biru"" seperti halnya hyperlink pada tik-tok, jadi pengguna dapat dengan mudah mengakses topik yang disarankan. Terimakasih..semoga membantu. 🙏🐱",4,2024-09-01 10:16:11
6267,bagus banget,5,2024-09-01 10:18:31
3017,Sangat membantu aktivitas saya. Apapun yang saya ingin tahu pasti kebantu. Terima kasih Gemini,5,2024-09-01 11:03:19
6849,Bagus,5,2024-09-01 11:17:56
6930,bagus banget,5,2024-09-01 11:26:06
623,tidak bisa translate apa yang ada di layar hp. lebih bagus google,1,2024-09-01 11:28:03
910,bagus jawabannya jelas dan lengkap,5,2024-09-01 11:41:33
3773,sangat bagus dan sangat membantu,5,2024-09-01 11:43:24
2034,sangat bagus ini,5,2024-09-01 11:45:54
1944,sangat membantu sekali👍,5,2024-09-01 11:55:22
6699,keren,5,2024-09-01 12:05:19
6998,worth it,5,2024-09-01 12:08:59
344,"Baguuus mempermudah & mempersingkat hasil dari pertanyaan ,pokok nya baguuusss😭🙏🙏",5,2024-09-01 12:10:45
2364,sangat membantu,5,2024-09-01 12:19:36
6767,jos,5,2024-09-01 12:41:12
356,"Ai yang kurang sempurna, memberikan jawaban yang salah dan kurang tepat.",1,2024-09-01 13:03:06
627,👍👍 Sangat membantu dalam proses pembelajaran,5,2024-09-01 13:06:31
2509,bagus dan terbaik,5,2024-09-01 13:20:29
6713,mantap,5,2024-09-01 13:44:48
6667,ok,5,2024-09-01 13:59:53
189,"aplikasi AI yang canggih, tentunya dengan back up dari google samkin membuat aplikasi ini lebih powerfull dan membantu kami, khususnya guru dalam pembelajaran",5,2024-09-01 14:22:50
6803,mantabs,5,2024-09-01 14:34:36
3022,sangat cocok untuk yang ingin belajar,5,2024-09-01 14:37:03
2948,membantu mantap,5,2024-09-01 14:41:06
3672,jdi punya temen ngobrol🤍,5,2024-09-01 14:49:05
1966,Kasih Bintang 3 dulu...blum di coba,3,2024-09-01 14:59:06
6988,bagus banget,5,2024-09-01 16:03:01
2439,sangat membantu,5,2024-09-01 16:25:52
6773,mantap,5,2024-09-01 17:02:34
2919,"ok Gemini, aku sangat senang engkau 🤩",5,2024-09-01 17:55:04
6763,ok,5,2024-09-01 19:33:38
365,bagus banget dan membantu dalam eksperimen tentang hal2 belum aku tau,5,2024-09-01 19:33:43
3080,bagus sekali,5,2024-09-01 22:07:01
6439,Chatgpt is more powerful than Gemini.,2,2024-09-01 23:12:21
2406,sangat membantu,5,2024-09-01 23:51:00
2535,sangat bermanfaat,5,2024-09-02 00:41:00
1048,cukup membantu saat ngerjain tugas,5,2024-09-02 00:55:44
6694,MANTAB,5,2024-09-02 01:12:22
2410,Gemini Sungguh sangat Luar biasa,5,2024-09-02 01:21:54
502,"dalam organisasi serikat pekerja saya bertugas sebagai sekertaris, adanya aplikasi Gemini ini sangat membantu saya dalam setiap tulisan",5,2024-09-02 01:22:28
2741,sangat membantu,5,2024-09-02 01:46:14
1884,Akurat dan Detail. Thanks,5,2024-09-02 02:05:27
708,sangat membantu dalam meningkatkan kinerja guru,5,2024-09-02 02:22:51
6610,gacor,5,2024-09-02 02:45:07
6505,baguss,3,2024-09-02 03:09:01
8519,Great🤩🥰😍,5,2024-09-02 03:11:31
716,aplikasi ini sangatt membantu untuk mencari jawaban,5,2024-09-02 03:35:10
6875,very very good,5,2024-09-02 03:51:07
678,sangat bagus sekali untuk mengerjakan tugas,5,2024-09-02 04:01:03
739,"Sejak adanya Gemini AI,semua pembelajaran sekolah,kuliah,DLL makin mudah😁👍",5,2024-09-02 04:19:48
6925,Sangat bagus,5,2024-09-02 05:36:28
6864,mantap,5,2024-09-02 05:45:51
6206,keren,5,2024-09-02 07:43:38
6527,Abbass Qoimun👍👍👍,5,2024-09-02 07:49:14
6987,mantap free,5,2024-09-02 08:10:50
683,saya suka aplikasi nya. ini sangat membantu kalau saya lagi kebingungan dan gabut,5,2024-09-02 08:18:35
1813,aplikasi keren dan membantu,5,2024-09-02 08:25:23
976,"masya Allah, sangat membantu saya dalam membuat konten 😊🙏",5,2024-09-02 08:37:40
954,belum support bahasa Indonesia,1,2024-09-02 09:06:59
3127,bagus sekali,5,2024-09-02 09:19:36
6603,keren,5,2024-09-02 09:25:25
6622,cool,5,2024-09-02 09:43:38
1156,"apk ini sangat bagus dan juga membantu sekali,tanpa iklan makin suka jadi aku kasi bintang 5 soalny apkny sangat membatu sekali dan bagus",5,2024-09-02 10:07:38
6607,Bagus,5,2024-09-02 10:19:06
6928,cukup baik,5,2024-09-02 10:46:43
888,todak lebih pintar dari google assistant,2,2024-09-02 10:59:11
6830,Bagus,5,2024-09-02 11:00:29
6615,membantu,5,2024-09-02 11:04:33
2157,sangat bagus y,5,2024-09-02 11:14:15
352,"𝐛𝐚𝐠𝐮𝐬𝐬 𝐛𝐚𝐧𝐠𝐞𝐭𝐭𝐭𝐭𝐭𝐭,, 𝐢𝐧𝐢 𝐦𝐞𝐦𝐛𝐚𝐧𝐭𝐮 𝐬𝐚𝐲𝐚 𝐮𝐧𝐭𝐮𝐤 𝐩𝐞𝐥𝐚𝐣𝐚𝐫𝐚𝐧 𝐲𝐠 𝐬𝐮𝐬𝐚𝐡,, 𝐭𝐨𝐩𝐩 𝐩𝐨𝐤𝐨𝐤𝐧𝐲𝐚𝐚𝐚𝐚",5,2024-09-02 11:58:26
207,ini bagus banget bisa di ajak ngobrol dan lebih bisa di pakai buat komunikasi dan ngomong nya juga pas apa yang kita omongin itu yang di bahas good,5,2024-09-02 12:11:45
6363,sangat bagus,5,2024-09-02 12:12:13
106,"Database dan 'kepandaiannya' bisa diacungi jempol, bias baca foto, bisa mendengarkan, dan tentu membaca pertanyaan tertulis Semoga semakin pandai 😃",5,2024-09-02 12:14:32
6778,bagus,5,2024-09-02 12:18:36
599,Apk sangat membantu dan berguna untuk mahasiswa / pelajar,5,2024-09-02 12:25:15
1681,sangat bagus dan membantu!,5,2024-09-02 12:43:30
6501,mantap,3,2024-09-02 12:44:03
3789,luar biasa untuk saya terimakasih gemini,5,2024-09-02 12:53:20
868,ini aplikasi terbaik bisa memahami perasaan saya,5,2024-09-02 12:59:39
6948,apk mantap,5,2024-09-02 13:01:55
94,"Aplikasi paling jelek dari google, kalau mau buka harus dipaksa gantiin posisi google asisten sebagai asisten default kalau tidak mau tidak bisa pakai gemini, dan gemini tidak lengkap kayak asisten google.",1,2024-09-02 13:27:54
